marker	target	nA	nB	wilcox.p	CLES	zA	zB	ZDiff	tissue	boxplot_data
CDKN2A_1029_ENSG00000147889	MASTL_84930	3	8	0.0242424242424242	0.916666666666667	-0.83	-0.19	-0.64	BONE	11,-3,1,-0.82,-0.655,-0.19,0.02,0.9,-2.66,-1.745,-0.83,-0.785,-0.74;BONE,G292CLONEA141B1,-0.8,0;BONE,HUO3N1,-0.51,0;BONE,HUO9,-0.82,0;BONE,NOS1,0.9,0;BONE,NY,-0.33,0;BONE,SAOS2,-0.04,0;BONE,SJSA1,-0.05,0;BONE,U2OS,0.08,0;BONE,CAL72,-0.83,2;BONE,HOS,-0.74,2;BONE,MG63,-2.66,2
CDKN2A_1029_ENSG00000147889	TBCK_93627	3	8	0.0158492792462185	0.958333333333333	-0.43	0.205	-0.635	BONE	11,-2,1,0.11,0.11,0.205,0.37,0.74,-1.86,-1.145,-0.43,-0.365,-0.3;BONE,G292CLONEA141B1,0.18,0;BONE,HUO3N1,0.23,0;BONE,HUO9,0.11,0;BONE,NOS1,0.28,0;BONE,NY,0.11,0;BONE,SAOS2,-0.42,0;BONE,SJSA1,0.74,0;BONE,U2OS,0.46,0;BONE,CAL72,-0.43,2;BONE,HOS,-1.86,2;BONE,MG63,-0.3,2
CDKN2A_1029_ENSG00000147889	CAMKV_79012	3	8	0.0242424242424242	0.916666666666667	-1.48	-0.165	-1.315	BONE	11,-2,1,-0.8,-0.66,-0.165,0.115,0.89,-1.72,-1.6,-1.48,-1.08,-0.68;BONE,G292CLONEA141B1,-0.76,0;BONE,HUO3N1,-0.02,0;BONE,HUO9,-0.56,0;BONE,NOS1,-0.8,0;BONE,NY,0.24,0;BONE,SAOS2,-0.31,0;BONE,SJSA1,0.89,0;BONE,U2OS,-0.01,0;BONE,CAL72,-0.68,2;BONE,HOS,-1.72,2;BONE,MG63,-1.48,2
CDKN2A_1029_ENSG00000147889	NEK6_10783	3	8	0.0121212121212121	0.958333333333333	0.09	1.03	-0.94	BONE	11,0,2,0.61,0.83,1.03,1.45,2,0.04,0.065,0.09,0.395,0.7;BONE,G292CLONEA141B1,0.73,0;BONE,HUO3N1,1.73,0;BONE,HUO9,1.17,0;BONE,NOS1,0.93,0;BONE,NY,0.61,0;BONE,SAOS2,2,0;BONE,SJSA1,1.06,0;BONE,U2OS,1,0;BONE,CAL72,0.09,2;BONE,HOS,0.04,2;BONE,MG63,0.7,2
CDKN2A_1029_ENSG00000147889	NME1_4830	3	8	0.0242424242424242	0.916666666666667	-0.74	0.82	-1.56	BONE	11,-1,2,-0.09,0.285,0.82,0.935,1.52,-0.87,-0.805,-0.74,-0.28,0.18;BONE,G292CLONEA141B1,0.15,0;BONE,HUO3N1,0.98,0;BONE,HUO9,0.86,0;BONE,NOS1,1.52,0;BONE,NY,0.78,0;BONE,SAOS2,0.89,0;BONE,SJSA1,-0.09,0;BONE,U2OS,0.42,0;BONE,CAL72,0.18,2;BONE,HOS,-0.74,2;BONE,MG63,-0.87,2
CDKN2A_1029_ENSG00000147889	NUP62_23636	3	8	0.0327883013838596	0.895833333333333	-2.51	-1.81	-0.7	BONE	11,-4,0,-3,-2.395,-1.81,-1.075,-0.23,-3.25,-2.88,-2.51,-2.47,-2.43;BONE,G292CLONEA141B1,-1.27,0;BONE,HUO3N1,-2.43,0;BONE,HUO9,-2.36,0;BONE,NOS1,-1.64,0;BONE,NY,-1.98,0;BONE,SAOS2,-0.23,0;BONE,SJSA1,-0.88,0;BONE,U2OS,-3,0;BONE,CAL72,-2.43,2;BONE,HOS,-3.25,2;BONE,MG63,-2.51,2
CDKN2A_1029_ENSG00000147889	CDK18_5129	3	8	0.0327883013838596	0.895833333333333	-2.29	-0.46	-1.83	BONE	11,-4,2,-2,-1.25,-0.46,0.24,1.46,-3.14,-2.715,-2.29,-1.75,-1.21;BONE,G292CLONEA141B1,1.46,0;BONE,HUO3N1,-1.21,0;BONE,HUO9,0.03,0;BONE,NOS1,-0.84,0;BONE,NY,0.45,0;BONE,SAOS2,-1.29,0;BONE,SJSA1,-0.08,0;BONE,U2OS,-2,0;BONE,CAL72,-1.21,2;BONE,HOS,-3.14,2;BONE,MG63,-2.29,2
CDKN2A_1029_ENSG00000147889	PDK1_5163	3	8	0.0121212121212121	0.958333333333333	0.09	0.645	-0.555	BONE	11,0,2,0.21,0.455,0.645,1.02,1.35,0.03,0.06,0.09,0.22,0.35;BONE,G292CLONEA141B1,1.35,0;BONE,HUO3N1,0.54,0;BONE,HUO9,0.95,0;BONE,NOS1,0.21,0;BONE,NY,1.09,0;BONE,SAOS2,0.58,0;BONE,SJSA1,0.37,0;BONE,U2OS,0.71,0;BONE,CAL72,0.09,2;BONE,HOS,0.35,2;BONE,MG63,0.03,2
CDKN2A_1029_ENSG00000147889	PIK3CG_5294	3	8	0.00606060606060606	1	-1.46	-0.285	-1.175	BONE	11,-2,2,-1,-0.715,-0.285,0.14,1.1,-1.47,-1.465,-1.46,-1.27,-1.08;BONE,G292CLONEA141B1,1.1,0;BONE,HUO3N1,-0.57,0;BONE,HUO9,-1,0;BONE,NOS1,-0.44,0;BONE,NY,-0.86,0;BONE,SAOS2,0.32,0;BONE,SJSA1,-0.04,0;BONE,U2OS,-0.13,0;BONE,CAL72,-1.47,2;BONE,HOS,-1.46,2;BONE,MG63,-1.08,2
CDKN2A_1029_ENSG00000147889	PMVK_10654	3	8	0.00606060606060606	1	-2.19	-0.545	-1.645	BONE	11,-4,0,-1.87,-1.66,-0.545,-0.46,-0.33,-3.18,-2.685,-2.19,-2.155,-2.12;BONE,G292CLONEA141B1,-1.87,0;BONE,HUO3N1,-0.33,0;BONE,HUO9,-0.5,0;BONE,NOS1,-1.67,0;BONE,NY,-0.53,0;BONE,SAOS2,-0.42,0;BONE,SJSA1,-0.56,0;BONE,U2OS,-1.65,0;BONE,CAL72,-2.19,2;BONE,HOS,-3.18,2;BONE,MG63,-2.12,2
CDKN2A_1029_ENSG00000147889	ALDH18A1_5832	3	8	0.00606060606060606	1	-1.63	0.42	-2.05	BONE	11,-2,2,-0.3,0.02,0.42,0.865,1.13,-1.81,-1.72,-1.63,-1.145,-0.66;BONE,G292CLONEA141B1,-0.09,0;BONE,HUO3N1,0.13,0;BONE,HUO9,0.68,0;BONE,NOS1,1.05,0;BONE,NY,1.13,0;BONE,SAOS2,0.61,0;BONE,SJSA1,0.23,0;BONE,U2OS,-0.3,0;BONE,CAL72,-1.63,2;BONE,HOS,-1.81,2;BONE,MG63,-0.66,2
CDKN2A_1029_ENSG00000147889	RFK_55312	3	8	0.0242424242424242	0.916666666666667	-0.03	0.815	-0.845	BONE	11,-1,2,0.09,0.555,0.815,0.905,1.06,-0.33,-0.18,-0.03,0.245,0.52;BONE,G292CLONEA141B1,0.86,0;BONE,HUO3N1,0.73,0;BONE,HUO9,0.09,0;BONE,NOS1,0.38,0;BONE,NY,0.78,0;BONE,SAOS2,1.06,0;BONE,SJSA1,0.95,0;BONE,U2OS,0.85,0;BONE,CAL72,-0.33,2;BONE,HOS,0.52,2;BONE,MG63,-0.03,2
CDKN2A_1029_ENSG00000147889	SBK1_388228	3	8	0.0242424242424242	0.916666666666667	-1.19	-0.07	-1.12	BONE	11,-3,2,-0.51,-0.47,-0.07,0.28,1.1,-2.28,-1.735,-1.19,-1.01,-0.83;BONE,G292CLONEA141B1,0.46,0;BONE,HUO3N1,1.1,0;BONE,HUO9,-0.51,0;BONE,NOS1,-0.43,0;BONE,NY,0.03,0;BONE,SAOS2,0.1,0;BONE,SJSA1,-2.17,0;BONE,U2OS,-0.17,0;BONE,CAL72,-1.19,2;BONE,HOS,-2.28,2;BONE,MG63,-0.83,2
