marker	target	nA	nB	wilcox.p	CLES	zA	zB	ZDiff	tissue
CDKN2A_1029_ENSG00000147889	CAMK1G_57172	3	8	0.139393939393939	0.75	0.11	0.46	-0.35	BONE
CDKN2A_1029_ENSG00000147889	CAMK2A_815	3	8	0.860606060606061	0.291666666666667	0.71	0.23	0.48	BONE
CDKN2A_1029_ENSG00000147889	CAMK2B_816	3	8	0.539393939393939	0.5	-0.49	-0.06	-0.43	BONE
CDKN2A_1029_ENSG00000147889	CAMK2D_817	3	8	0.539393939393939	0.5	0.84	0.53	0.31	BONE
CDKN2A_1029_ENSG00000147889	CAMK2G_818	3	8	0.890189758445736	0.270833333333333	0.96	0.565	0.395	BONE
CDKN2A_1029_ENSG00000147889	CAMK2N1_55450	3	8	0.0624628870720431	0.833333333333333	-1.66	-0.49	-1.17	BONE
CDKN2A_1029_ENSG00000147889	CAMK4_814	3	8	0.187878787878788	0.708333333333333	0.2	0.66	-0.46	BONE
CDKN2A_1029_ENSG00000147889	CAMKK1_84254	3	8	0.248484848484849	0.666666666666667	0.845	1.155	-0.31	BONE
CDKN2A_1029_ENSG00000147889	CAMKK2_10645	3	8	0.751515151515151	0.375	0.75	0.84	-0.09	BONE
CDKN2A_1029_ENSG00000147889	TRPV1_7442	3	8	0.684848484848485	0.416666666666667	-0.03	-0.36	0.33	BONE
CDKN2A_1029_ENSG00000147889	CASK_8573	3	8	0.0120465327023416	0.979166666666667	-1.55	-0.015	-1.535	BONE
CDKN2A_1029_ENSG00000147889	CDK20_23552	3	8	0.315151515151515	0.625	-1.02	-0.545	-0.475	BONE
CDKN2A_1029_ENSG00000147889	CDADC1_81602	3	8	0.0666666666666667	0.833333333333333	-1.51	-0.48	-1.03	BONE
CDKN2A_1029_ENSG00000147889	CDK1_983	3	8	0.0624628870720431	0.833333333333333	-1.35	-0.33	-1.02	BONE
CDKN2A_1029_ENSG00000147889	CDK11B_984	3	8	0.0666666666666667	0.833333333333333	-1.71	-1.03	-0.68	BONE
CDKN2A_1029_ENSG00000147889	CDK11A_728642	3	8	0.0242424242424242	0.916666666666667	-6.35	-2.56	-3.79	BONE
CDKN2A_1029_ENSG00000147889	CDK13_8621	3	8	0.62053434753001	0.458333333333333	0.52	0.755	-0.235	BONE
CDKN2A_1029_ENSG00000147889	CDC42BPA_8476	3	8	0.812121212121212	0.333333333333333	-0.83	-1.57	0.74	BONE
CDKN2A_1029_ENSG00000147889	CDC42BPB_9578	3	8	0.315151515151515	0.625	-0.53	0.065	-0.595	BONE
CDKN2A_1029_ENSG00000147889	CDC7_8317	3	8	0.903030303030303	0.25	0.81	0.5	0.31	BONE
CDKN2A_1029_ENSG00000147889	CDK10_8558	3	8	0.812121212121212	0.333333333333333	0.18	-0.83	1.01	BONE
CDKN2A_1029_ENSG00000147889	CDK19_23097	3	8	0.539393939393939	0.5	-0.87	-0.26	-0.61	BONE
CDKN2A_1029_ENSG00000147889	CDK2_1017	3	8	0.418946370724786	0.5625	0.35	0.53	-0.18	BONE
CDKN2A_1029_ENSG00000147889	CDK3_1018	3	8	0.315151515151515	0.625	-0.08	0.13	-0.21	BONE
CDKN2A_1029_ENSG00000147889	CDK4_1019	3	8	0.62053434753001	0.458333333333333	-0.5	-0.62	0.12	BONE
CDKN2A_1029_ENSG00000147889	CDK5_1020	3	8	0.248484848484849	0.666666666666667	-0.58	-0.475	-0.105	BONE
CDKN2A_1029_ENSG00000147889	CDK5R1_8851	3	8	0.387878787878788	0.583333333333333	-0.46	-0.255	-0.205	BONE
CDKN2A_1029_ENSG00000147889	CDK5R2_8941	3	8	0.315151515151515	0.625	-0.94	-0.155	-0.785	BONE
CDKN2A_1029_ENSG00000147889	CDK6_1021	3	8	0.460606060606061	0.541666666666667	0.32	0.22	0.1	BONE
CDKN2A_1029_ENSG00000147889	CDK7_1022	3	8	0.821384301593813	0.333333333333333	0.93	0.76	0.17	BONE
CDKN2A_1029_ENSG00000147889	CDK8_1024	3	8	0.248484848484849	0.666666666666667	0.8	0.9	-0.1	BONE
CDKN2A_1029_ENSG00000147889	CDK9_1025	3	8	0.269219554820931	0.645833333333333	0.76	0.99	-0.23	BONE
CDKN2A_1029_ENSG00000147889	CDKL1_8814	3	8	0.139393939393939	0.75	-1.01	-0.535	-0.475	BONE
CDKN2A_1029_ENSG00000147889	CDKL2_8999	3	8	0.248484848484849	0.666666666666667	-1.47	-1.275	-0.195	BONE
CDKN2A_1029_ENSG00000147889	CDKL3_51265	3	8	0.812121212121212	0.333333333333333	0.76	0.665	0.095	BONE
CDKN2A_1029_ENSG00000147889	CDKL4_344387	3	8	0.957575757575758	0.166666666666667	-0.12	-1.52	1.4	BONE
CDKN2A_1029_ENSG00000147889	CDKL5_6792	3	8	0.248484848484849	0.666666666666667	0.65	0.64	0.01	BONE
CDKN2A_1029_ENSG00000147889	CDKN1A_1026	3	8	0.00606060606060606	1	0.56	1.155	-0.595	BONE
CDKN2A_1029_ENSG00000147889	CDKN1B_1027	3	8	0.751515151515151	0.375	0.51	-0.495	1.005	BONE
CDKN2A_1029_ENSG00000147889	CDKN1C_1028	3	8	0.00606060606060606	1	-1.25	0.515	-1.765	BONE
CDKN2A_1029_ENSG00000147889	CDKN2B_1030	3	8	0.0666666666666667	0.833333333333333	0.44	0.79	-0.35	BONE
CDKN2A_1029_ENSG00000147889	CDKN2C_1031	3	8	0.95898367708402	0.166666666666667	-0.01	-0.96	0.95	BONE
CDKN2A_1029_ENSG00000147889	CDKN2D_1032	3	8	0.658795958854242	0.4375	-0.7	-1.285	0.585	BONE
CDKN2A_1029_ENSG00000147889	CERK_64781	3	8	0.860606060606061	0.291666666666667	0.31	0.015	0.295	BONE
CDKN2A_1029_ENSG00000147889	CHEK1_1111	3	8	0.460606060606061	0.541666666666667	-2.96	-3.02	0.0600000000000001	BONE
CDKN2A_1029_ENSG00000147889	CHEK2_11200	3	8	0.612121212121212	0.458333333333333	0.5	0.65	-0.15	BONE
CDKN2A_1029_ENSG00000147889	CHKA_1119	3	8	0.109810241554264	0.770833333333333	-1.73	-0.865	-0.865	BONE
CDKN2A_1029_ENSG00000147889	CHKB_1120	3	8	0.00606060606060606	1	0.85	1.505	-0.655	BONE
CDKN2A_1029_ENSG00000147889	CHUK_1147	3	8	0.908213305839455	0.25	0.19	-0.395	0.585	BONE
CDKN2A_1029_ENSG00000147889	CIB2_10518	3	8	0.315151515151515	0.625	-1.24	-1.085	-0.155	BONE
CDKN2A_1029_ENSG00000147889	CIT_11113	3	8	0.096969696969697	0.791666666666667	-3.84	-0.55	-3.29	BONE
CDKN2A_1029_ENSG00000147889	CKB_1152	3	8	0.539393939393939	0.5	0.78	0.995	-0.215	BONE
CDKN2A_1029_ENSG00000147889	CKM_1158	3	8	0.139393939393939	0.75	0.06	0.395	-0.335	BONE
CDKN2A_1029_ENSG00000147889	CKMT1B_1159	3	8	0.0666666666666667	0.833333333333333	-1.63	0.11	-1.74	BONE
CDKN2A_1029_ENSG00000147889	CKMT2_1160	3	8	0.539393939393939	0.5	-0.24	-0.03	-0.21	BONE
CDKN2A_1029_ENSG00000147889	CKS1B_1163	3	8	0.903030303030303	0.25	0.77	0.065	0.705	BONE
CDKN2A_1029_ENSG00000147889	CKS2_1164	3	8	0.139393939393939	0.75	0.96	1.165	-0.205	BONE
CDKN2A_1029_ENSG00000147889	CLK1_1195	3	8	0.303271694013738	0.625	0.6	0.69	-0.09	BONE
CDKN2A_1029_ENSG00000147889	CLK2_1196	3	8	0.0242424242424242	0.916666666666667	0.31	0.805	-0.495	BONE
CDKN2A_1029_ENSG00000147889	CLK3_1198	3	8	0.539393939393939	0.5	-1.16	-1.045	-0.115	BONE
CDKN2A_1029_ENSG00000147889	CLK4_57396	3	8	0.751515151515151	0.375	-0.65	-0.685	0.035	BONE
CDKN2A_1029_ENSG00000147889	COASY_80347	3	8	0.539393939393939	0.5	-2.1	-1.235	-0.865	BONE
CDKN2A_1029_ENSG00000147889	COL4A3BP_10087	3	8	0.315151515151515	0.625	0.54	0.585	-0.0449999999999999	BONE
CDKN2A_1029_ENSG00000147889	COMMD3_23412	3	8	0.812121212121212	0.333333333333333	-0.26	-0.81	0.55	BONE
CDKN2A_1029_ENSG00000147889	CPNE3_8895	3	8	0.684848484848485	0.416666666666667	0.28	0.1	0.18	BONE
CDKN2A_1029_ENSG00000147889	CRIM1_51232	3	8	0.933333333333333	0.208333333333333	0.62	0	0.62	BONE
CDKN2A_1029_ENSG00000147889	CDK12_51755	3	8	0.248484848484849	0.666666666666667	0.4	0.41	-0.01	BONE
CDKN2A_1029_ENSG00000147889	CRKL_1399	3	8	0.730315992227964	0.395833333333333	0.42	0.03	0.39	BONE
CDKN2A_1029_ENSG00000147889	CSF1R_1436	3	8	0.139393939393939	0.75	-1	-0.56	-0.44	BONE
CDKN2A_1029_ENSG00000147889	CSK_1445	3	8	0.269684007772036	0.645833333333333	0.66	0.72	-0.0599999999999999	BONE
CDKN2A_1029_ENSG00000147889	CSNK1A1_1452	3	8	0.460606060606061	0.541666666666667	-0.25	-0.145	-0.105	BONE
CDKN2A_1029_ENSG00000147889	CSNK1A1L_122011	3	8	0.459261331148891	0.541666666666667	0.87	0.905	-0.035	BONE
CDKN2A_1029_ENSG00000147889	CSNK1D_1453	3	8	0.908213305839455	0.25	-0.25	-0.66	0.41	BONE
CDKN2A_1029_ENSG00000147889	CSNK1E_1454	3	8	0.248484848484849	0.666666666666667	-1.29	-0.975	-0.315	BONE
CDKN2A_1029_ENSG00000147889	CSNK1G1_53944	3	8	0.109810241554264	0.770833333333333	-1.42	-0.985	-0.435	BONE
CDKN2A_1029_ENSG00000147889	CSNK1G2_1455	3	8	0.187878787878788	0.708333333333333	0.81	0.98	-0.17	BONE
CDKN2A_1029_ENSG00000147889	CSNK1G3_1456	3	8	0.984150720753781	0.0833333333333334	0.79	0.2	0.59	BONE
CDKN2A_1029_ENSG00000147889	CSNK2A1_1457	3	8	0.096969696969697	0.791666666666667	0.83	1.35	-0.52	BONE
CDKN2A_1029_ENSG00000147889	CSNK2A2_1459	3	8	0.0121212121212121	0.958333333333333	-4	-2.6	-1.4	BONE
CDKN2A_1029_ENSG00000147889	CSNK2B_1460	3	8	0.315151515151515	0.625	-2.14	-1.755	-0.385	BONE
CDKN2A_1029_ENSG00000147889	DAPK1_1612	3	8	0.37946565246999	0.583333333333333	-0.6	-0.765	0.165	BONE
CDKN2A_1029_ENSG00000147889	DAPK2_23604	3	8	0.539393939393939	0.5	0.15	0.01	0.14	BONE
CDKN2A_1029_ENSG00000147889	DAPK3_1613	3	8	0.612121212121212	0.458333333333333	-0.43	-0.775	0.345	BONE
CDKN2A_1029_ENSG00000147889	DCLK1_9201	3	8	0.387878787878788	0.583333333333333	-0.55	-0.155	-0.395	BONE
CDKN2A_1029_ENSG00000147889	DCK_1633	3	8	0.187878787878788	0.708333333333333	-0.91	-0.785	-0.125	BONE
CDKN2A_1029_ENSG00000147889	DDR1_780	3	8	0.933333333333333	0.208333333333333	0.16	-0.775	0.935	BONE
CDKN2A_1029_ENSG00000147889	DDR2_4921	3	8	0.860606060606061	0.291666666666667	0.7	0.37	0.33	BONE
CDKN2A_1029_ENSG00000147889	DGKA_1606	3	8	0.903030303030303	0.25	0.39	-0.34	0.73	BONE
CDKN2A_1029_ENSG00000147889	DGKB_1607	3	8	0.860606060606061	0.291666666666667	-0.33	-0.72	0.39	BONE
CDKN2A_1029_ENSG00000147889	DGKD_8527	3	8	0.130243020749724	0.75	0.62	0.9	-0.28	BONE
CDKN2A_1029_ENSG00000147889	DGKG_1608	3	8	0.612121212121212	0.458333333333333	0.09	0.035	0.055	BONE
CDKN2A_1029_ENSG00000147889	DGKH_160851	3	8	0.269684007772036	0.645833333333333	0.15	0.22	-0.07	BONE
CDKN2A_1029_ENSG00000147889	DGKI_9162	3	8	0.315151515151515	0.625	-0.42	-0.12	-0.3	BONE
CDKN2A_1029_ENSG00000147889	DGKK_139189	3	8	0.860606060606061	0.291666666666667	0.9	0.54	0.36	BONE
CDKN2A_1029_ENSG00000147889	DGKQ_1609	3	8	0.0424242424242424	0.875	-1.42	-0.14	-1.28	BONE
CDKN2A_1029_ENSG00000147889	DGUOK_1716	3	8	0.315151515151515	0.625	0.08	0.335	-0.255	BONE
CDKN2A_1029_ENSG00000147889	ULK3_25989	3	8	0.539393939393939	0.5	-0.14	-0.59	0.45	BONE
CDKN2A_1029_ENSG00000147889	SGK223_157285	3	8	0.539393939393939	0.5	-1.04	-1.115	0.075	BONE
CDKN2A_1029_ENSG00000147889	DLG1_1739	3	8	0.957575757575758	0.166666666666667	0.17	-0.845	1.015	BONE
CDKN2A_1029_ENSG00000147889	DLG2_1740	3	8	0.387878787878788	0.583333333333333	1.04	1.03	0.01	BONE
CDKN2A_1029_ENSG00000147889	DLG3_1741	3	8	0.763024016178558	0.375	0.7	0.535	0.165	BONE
CDKN2A_1029_ENSG00000147889	DLG4_1742	3	8	0.658795958854242	0.4375	0.35	0.255	0.095	BONE
CDKN2A_1029_ENSG00000147889	DMPK_1760	3	8	0.30450954998968	0.625	-1.08	-0.475	-0.605	BONE
CDKN2A_1029_ENSG00000147889	DTYMK_1841	3	8	0.248484848484849	0.666666666666667	0.72	0.71	0.01	BONE
CDKN2A_1029_ENSG00000147889	DUSP21_63904	3	8	0.612121212121212	0.458333333333333	0.56	0.025	0.535	BONE
CDKN2A_1029_ENSG00000147889	DSTYK_25778	3	8	0.975757575757576	0.125	1.1	0.475	0.625	BONE
CDKN2A_1029_ENSG00000147889	DYRK1A_1859	3	8	0.957575757575758	0.166666666666667	0.8	-0.41	1.21	BONE
CDKN2A_1029_ENSG00000147889	DYRK1B_9149	3	8	0.793423774430451	0.354166666666667	0.46	-0.135	0.595	BONE
CDKN2A_1029_ENSG00000147889	DYRK2_8445	3	8	0.933333333333333	0.208333333333333	0.25	-0.48	0.73	BONE
CDKN2A_1029_ENSG00000147889	DYRK3_8444	3	8	0.957575757575758	0.166666666666667	0.31	-0.465	0.775	BONE
CDKN2A_1029_ENSG00000147889	DYRK4_8798	3	8	0.460606060606061	0.541666666666667	-0.32	0.085	-0.405	BONE
CDKN2A_1029_ENSG00000147889	EEF2K_29904	3	8	0.139393939393939	0.75	-1.64	-0.37	-1.27	BONE
CDKN2A_1029_ENSG00000147889	EFNA3_1944	3	8	0.539393939393939	0.5	0.05	0.13	-0.08	BONE
CDKN2A_1029_ENSG00000147889	EFNA4_1945	3	8	0.539393939393939	0.5	-0.57	-0.505	-0.0649999999999999	BONE
CDKN2A_1029_ENSG00000147889	EFNA5_1946	3	8	0.315151515151515	0.625	0.56	0.74	-0.18	BONE
CDKN2A_1029_ENSG00000147889	EFNB3_1949	3	8	0.460606060606061	0.541666666666667	-0.66	-0.455	-0.205	BONE
CDKN2A_1029_ENSG00000147889	EGFR_1956	3	8	0.206576225569549	0.6875	-1.59	-0.44	-1.15	BONE
CDKN2A_1029_ENSG00000147889	EIF2AK3_9451	3	8	0.908213305839455	0.25	0.73	0.52	0.21	BONE
CDKN2A_1029_ENSG00000147889	EIF2AK4_440275	3	8	0.0158492792462185	0.958333333333333	0.1	0.905	-0.805	BONE
CDKN2A_1029_ENSG00000147889	EPHA1_2041	3	8	0.460606060606061	0.541666666666667	-1.42	-1.12	-0.3	BONE
CDKN2A_1029_ENSG00000147889	EPHA10_284656	3	8	0.248484848484849	0.666666666666667	-1.07	-0.635	-0.435	BONE
CDKN2A_1029_ENSG00000147889	EPHA2_1969	3	8	0.387878787878788	0.583333333333333	0.64	0.665	-0.025	BONE
CDKN2A_1029_ENSG00000147889	EPHA3_2042	3	8	0.187878787878788	0.708333333333333	-1.52	-1.075	-0.445	BONE
CDKN2A_1029_ENSG00000147889	EPHA4_2043	3	8	0.00606060606060606	1	-0.49	0.76	-1.25	BONE
CDKN2A_1029_ENSG00000147889	EPHA5_2044	3	8	0.248484848484849	0.666666666666667	1.05	1.17	-0.12	BONE
CDKN2A_1029_ENSG00000147889	EPHA6_285220	3	8	0.387878787878788	0.583333333333333	-2.59	-2.57	-0.0199999999999996	BONE
CDKN2A_1029_ENSG00000147889	EPHA7_2045	3	8	0.418946370724786	0.5625	-0.58	-0.32	-0.26	BONE
CDKN2A_1029_ENSG00000147889	EPHA8_2046	3	8	0.539393939393939	0.5	0.46	0.1	0.36	BONE
CDKN2A_1029_ENSG00000147889	EPHB1_2047	3	8	0.248484848484849	0.666666666666667	-0.57	-0.045	-0.525	BONE
CDKN2A_1029_ENSG00000147889	EPHB2_2048	3	8	0.187878787878788	0.708333333333333	0.01	0.6	-0.59	BONE
CDKN2A_1029_ENSG00000147889	EPHB3_2049	3	8	0.903030303030303	0.25	-0.52	-0.82	0.3	BONE
CDKN2A_1029_ENSG00000147889	EPHB4_2050	3	8	0.903030303030303	0.25	0.85	0.105	0.745	BONE
CDKN2A_1029_ENSG00000147889	EPHB6_2051	3	8	0.460606060606061	0.541666666666667	-0.1	-0.41	0.31	BONE
CDKN2A_1029_ENSG00000147889	ERBB2_2064	3	8	0.0410163229159796	0.875	0.15	0.885	-0.735	BONE
CDKN2A_1029_ENSG00000147889	ERBB3_2065	3	8	0.684848484848485	0.416666666666667	0.43	0.06	0.37	BONE
CDKN2A_1029_ENSG00000147889	ERBB4_2066	3	8	0.387878787878788	0.583333333333333	-0.96	-0.185	-0.775	BONE
CDKN2A_1029_ENSG00000147889	MAPK15_225689	3	8	0.684848484848485	0.416666666666667	-0.13	-0.32	0.19	BONE
CDKN2A_1029_ENSG00000147889	ERN1_2081	3	8	0.387878787878788	0.583333333333333	-0.94	-0.93	-0.01	BONE
CDKN2A_1029_ENSG00000147889	ERN2_10595	3	8	0.812121212121212	0.333333333333333	0.81	0.575	0.235	BONE
CDKN2A_1029_ENSG00000147889	ETNK1_55500	3	8	0.139393939393939	0.75	0.61	0.925	-0.315	BONE
CDKN2A_1029_ENSG00000147889	EXOSC10_5394	3	8	0.539393939393939	0.5	-1.16	-1.09	-0.0699999999999998	BONE
CDKN2A_1029_ENSG00000147889	FASTK_10922	3	8	0.812121212121212	0.333333333333333	0.63	-0.08	0.71	BONE
CDKN2A_1029_ENSG00000147889	FER_2241	3	8	0.975757575757576	0.125	0.57	0.13	0.44	BONE
CDKN2A_1029_ENSG00000147889	FES_2242	3	8	0.153166155725974	0.729166666666667	-0.7	0.515	-1.215	BONE
CDKN2A_1029_ENSG00000147889	FGFR1_2260	3	8	0.539393939393939	0.5	-2.15	-0.815	-1.335	BONE
CDKN2A_1029_ENSG00000147889	FGFR2_2263	3	8	0.248484848484849	0.666666666666667	-2.09	-2.305	0.215	BONE
CDKN2A_1029_ENSG00000147889	FGFR3_2261	3	8	0.00931680267708571	1	-2.18	-0.2	-1.98	BONE
CDKN2A_1029_ENSG00000147889	FGFR4_2264	3	8	0.248484848484849	0.666666666666667	0.59	0.8	-0.21	BONE
